longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.90,33.74,24.00,2932.00,955.00,5516.00,911.00,2.75,111000.00
-117.90,33.74,24.00,1435.00,494.00,3171.00,504.00,3.08,151700.00
-117.90,33.74,19.00,1566.00,379.00,1032.00,330.00,2.21,180400.00
-117.90,33.74,18.00,1884.00,442.00,1915.00,442.00,2.38,166700.00
-117.90,33.73,32.00,2930.00,833.00,5116.00,854.00,3.71,164100.00
-117.90,33.73,30.00,746.00,172.00,1048.00,163.00,4.10,166400.00
-117.90,33.73,26.00,1324.00,314.00,1804.00,311.00,3.97,178500.00
-117.90,33.72,36.00,443.00,117.00,577.00,115.00,3.69,137500.00
-117.90,33.72,33.00,2613.00,562.00,3150.00,543.00,4.39,180700.00
-117.90,33.71,16.00,4208.00,630.00,2592.00,662.00,6.20,260500.00
-117.90,33.71,16.00,1917.00,317.00,1324.00,351.00,6.25,252000.00
-117.90,33.71,15.00,539.00,71.00,287.00,66.00,6.34,305200.00
-117.90,33.70,15.00,2289.00,686.00,982.00,634.00,4.58,162500.00
-117.90,33.70,12.00,4695.00,1110.00,2153.00,989.00,4.65,190800.00
-117.90,33.69,13.00,9947.00,1675.00,4071.00,1582.00,5.42,316600.00
-117.90,33.68,25.00,7060.00,1159.00,3903.00,1139.00,4.84,249200.00
-117.90,33.67,26.00,2507.00,393.00,1333.00,392.00,6.16,266100.00
-117.90,33.67,25.00,639.00,98.00,311.00,93.00,6.68,275900.00
-117.90,33.66,4.00,456.00,91.00,623.00,84.00,6.64,192600.00
-117.90,33.66,22.00,3568.00,938.00,1952.00,938.00,3.17,161000.00
-117.90,33.66,13.00,1642.00,423.00,841.00,368.00,3.60,226000.00
-117.90,33.65,30.00,1634.00,373.00,771.00,364.00,3.41,284100.00
-117.90,33.65,28.00,2043.00,430.00,1108.00,452.00,5.25,261800.00
-117.90,33.65,24.00,4496.00,877.00,1928.00,855.00,4.68,245500.00
-117.90,33.64,36.00,2017.00,357.00,850.00,348.00,5.05,310900.00
-117.90,33.64,28.00,2466.00,507.00,1081.00,465.00,3.94,339800.00
-117.90,33.63,32.00,3556.00,521.00,1381.00,537.00,6.14,450700.00
-117.90,33.63,28.00,2370.00,352.00,832.00,347.00,7.11,500001.00
-117.90,33.63,26.00,4486.00,554.00,1598.00,549.00,10.15,500001.00
-117.90,33.63,26.00,1632.00,376.00,598.00,375.00,3.21,455000.00
-117.90,33.61,44.00,1469.00,312.00,507.00,266.00,3.49,500001.00
-117.90,33.61,41.00,1521.00,328.00,527.00,275.00,4.08,500001.00
-117.90,33.61,19.00,2897.00,413.00,860.00,367.00,13.17,500001.00
-117.91,34.14,42.00,2225.00,485.00,1544.00,464.00,2.24,166700.00
-117.91,34.13,34.00,1540.00,328.00,1037.00,317.00,2.21,138500.00
-117.91,34.12,41.00,2673.00,578.00,2259.00,592.00,3.78,145500.00
-117.91,34.12,33.00,1391.00,309.00,1038.00,298.00,4.19,149500.00
-117.91,34.11,20.00,3158.00,684.00,2396.00,713.00,3.53,153000.00
-117.91,34.10,35.00,2746.00,478.00,1779.00,501.00,4.25,166700.00
-117.91,34.10,28.00,3694.00,722.00,1999.00,718.00,3.28,181100.00
-117.91,34.08,35.00,1443.00,266.00,861.00,262.00,3.58,186900.00
-117.91,34.08,33.00,2325.00,452.00,1170.00,445.00,3.66,217100.00
-117.91,34.07,36.00,1390.00,270.00,887.00,266.00,5.09,189000.00
-117.91,34.07,33.00,2938.00,561.00,1519.00,549.00,4.56,204200.00
-117.91,34.06,29.00,3250.00,521.00,1382.00,513.00,5.11,218300.00
-117.91,34.05,35.00,3189.00,527.00,1727.00,500.00,5.08,211100.00
-117.91,34.04,15.00,8749.00,1761.00,5278.00,1691.00,4.63,168800.00
-117.91,34.02,22.00,6269.00,1279.00,5587.00,1251.00,3.82,136200.00
-117.91,34.02,17.00,5973.00,1384.00,4349.00,1229.00,3.28,199300.00
-117.91,33.93,21.00,2578.00,363.00,1207.00,350.00,6.25,291700.00
-117.91,33.92,21.00,380.00,91.00,398.00,70.00,4.72,208300.00
-117.91,33.91,34.00,1763.00,303.00,894.00,297.00,5.01,221700.00
-117.91,33.91,32.00,1530.00,301.00,666.00,276.00,4.13,230200.00
-117.91,33.91,27.00,2181.00,501.00,1555.00,488.00,3.61,196400.00
-117.91,33.91,24.00,2249.00,379.00,1015.00,385.00,4.98,267100.00
-117.91,33.90,27.00,829.00,114.00,383.00,133.00,9.31,293500.00
-117.91,33.89,30.00,1631.00,212.00,523.00,216.00,7.88,351900.00
-117.91,33.87,52.00,2031.00,506.00,1191.00,463.00,2.91,177300.00
-117.91,33.86,26.00,2296.00,570.00,1415.00,527.00,2.47,165800.00
-117.91,33.85,35.00,932.00,258.00,1147.00,267.00,2.70,156700.00
-117.91,33.85,22.00,1178.00,289.00,865.00,294.00,3.03,180000.00
-117.91,33.84,35.00,1244.00,324.00,1603.00,322.00,2.96,175400.00
-117.91,33.84,29.00,1570.00,482.00,1849.00,430.00,2.66,162500.00
-117.91,33.83,9.00,1160.00,368.00,735.00,325.00,1.12,175000.00
-117.91,33.83,47.00,504.00,113.00,375.00,109.00,3.66,160600.00
-117.91,33.83,32.00,1855.00,527.00,2568.00,504.00,2.55,170800.00
-117.91,33.81,18.00,1181.00,353.00,781.00,340.00,2.56,153100.00
-117.91,33.79,22.00,4417.00,1054.00,2759.00,983.00,4.25,170300.00
-117.91,33.78,33.00,2729.00,549.00,2223.00,535.00,4.04,177900.00
-117.91,33.78,26.00,4297.00,1037.00,3596.00,967.00,3.05,184000.00
-117.91,33.77,26.00,5556.00,1398.00,4545.00,1333.00,3.09,190400.00
-117.91,33.76,22.00,7531.00,1569.00,5254.00,1523.00,3.85,167400.00
-117.91,33.76,20.00,4413.00,1189.00,4818.00,1063.00,2.86,215100.00
-117.91,33.75,8.00,2346.00,679.00,3842.00,674.00,3.06,160000.00
-117.91,33.74,25.00,4273.00,965.00,2946.00,922.00,2.99,183200.00
-117.91,33.74,15.00,715.00,214.00,1394.00,244.00,3.38,162500.00
-117.91,33.73,26.00,2413.00,512.00,2867.00,509.00,4.76,179900.00
-117.91,33.72,32.00,2436.00,504.00,2839.00,516.00,4.56,182100.00
-117.91,33.71,16.00,3113.00,783.00,1719.00,715.00,3.65,145700.00
-117.91,33.69,30.00,2704.00,426.00,1289.00,423.00,5.28,229500.00
-117.91,33.67,32.00,3058.00,562.00,1475.00,569.00,4.46,253500.00
-117.91,33.67,16.00,7961.00,2276.00,5014.00,2116.00,3.51,218400.00
-117.91,33.66,21.00,1708.00,505.00,1099.00,434.00,3.23,193800.00
-117.91,33.65,24.00,1494.00,494.00,814.00,459.00,2.11,181300.00
-117.91,33.65,19.00,1589.00,421.00,1118.00,394.00,4.10,213400.00
-117.91,33.65,14.00,2598.00,759.00,1584.00,703.00,4.04,180900.00
-117.91,33.64,40.00,1958.00,333.00,876.00,364.00,3.64,326100.00
-117.91,33.64,38.00,2222.00,542.00,1067.00,512.00,2.86,307600.00
-117.91,33.64,37.00,1998.00,472.00,1030.00,436.00,3.93,268400.00
-117.91,33.64,29.00,1652.00,310.00,832.00,326.00,4.81,325400.00
-117.91,33.63,32.00,1901.00,400.00,946.00,418.00,2.73,311100.00
-117.91,33.63,32.00,1122.00,233.00,557.00,223.00,3.54,407000.00
-117.91,33.63,30.00,2071.00,412.00,1081.00,412.00,4.91,335700.00
-117.91,33.63,20.00,3442.00,1526.00,1427.00,977.00,3.20,106300.00
-117.91,33.62,35.00,2426.00,359.00,937.00,387.00,9.22,500001.00
-117.91,33.62,32.00,1997.00,427.00,944.00,426.00,4.41,500001.00
-117.91,33.61,40.00,2790.00,531.00,952.00,424.00,4.80,500001.00
-117.91,33.61,38.00,1232.00,178.00,410.00,171.00,11.08,500001.00
-117.91,33.61,36.00,3082.00,455.00,771.00,365.00,11.22,500001.00
-117.91,33.61,27.00,1797.00,343.00,435.00,203.00,5.92,500001.00
-117.92,34.59,7.00,681.00,125.00,485.00,104.00,2.74,125600.00
-117.92,34.13,42.00,1762.00,398.00,1526.00,365.00,2.86,132600.00
-117.92,34.11,24.00,2838.00,695.00,2151.00,645.00,3.22,126200.00
-117.92,34.10,35.00,2994.00,603.00,1933.00,561.00,4.01,160700.00
-117.92,34.10,33.00,1921.00,397.00,1492.00,393.00,4.38,150500.00
-117.92,34.09,35.00,1810.00,318.00,1164.00,332.00,5.01,165700.00
-117.92,34.08,36.00,1479.00,251.00,741.00,245.00,4.30,189600.00
-117.92,34.08,36.00,1285.00,228.00,679.00,231.00,3.87,191900.00
-117.92,34.08,35.00,2108.00,408.00,1257.00,414.00,4.13,185200.00
-117.92,34.08,35.00,1897.00,311.00,965.00,323.00,5.70,199400.00
-117.92,34.08,35.00,1860.00,323.00,1011.00,305.00,3.55,207000.00
-117.92,34.07,38.00,175.00,22.00,129.00,20.00,9.71,182500.00
-117.92,34.07,36.00,1057.00,207.00,658.00,207.00,4.77,191700.00
-117.92,34.07,29.00,1699.00,399.00,1052.00,411.00,3.21,195500.00
-117.92,34.06,35.00,2894.00,467.00,1420.00,479.00,5.18,224900.00
-117.92,34.06,34.00,2819.00,609.00,1718.00,558.00,3.55,197600.00
-117.92,34.05,36.00,2241.00,419.00,1743.00,448.00,4.66,161900.00
-117.92,34.03,35.00,1469.00,306.00,1285.00,308.00,3.92,159500.00
-117.92,34.03,32.00,1819.00,375.00,1728.00,375.00,3.98,162400.00
-117.92,34.01,35.00,3055.00,634.00,3738.00,615.00,3.38,127200.00
-117.92,34.00,36.00,116.00,30.00,193.00,35.00,3.81,136300.00
-117.92,33.98,10.00,16414.00,2919.00,8907.00,2714.00,6.16,362500.00
-117.92,33.94,30.00,2506.00,394.00,1255.00,421.00,4.78,198200.00
-117.92,33.94,27.00,4566.00,620.00,2045.00,664.00,5.58,267700.00
-117.92,33.93,12.00,4415.00,890.00,1532.00,854.00,3.75,166300.00
-117.92,33.92,19.00,2181.00,400.00,1272.00,337.00,5.20,302100.00
-117.92,33.91,33.00,2868.00,382.00,1204.00,412.00,6.18,336900.00
-117.92,33.91,27.00,2558.00,310.00,891.00,316.00,9.56,411800.00
-117.92,33.89,18.00,2895.00,487.00,1116.00,429.00,5.47,400000.00
-117.92,33.89,12.00,1859.00,393.00,622.00,316.00,5.03,161800.00
-117.92,33.88,52.00,1270.00,276.00,609.00,211.00,3.75,232500.00
-117.92,33.88,32.00,1683.00,273.00,719.00,263.00,5.36,243600.00
-117.92,33.88,32.00,1632.00,244.00,575.00,235.00,5.40,318700.00
-117.92,33.87,36.00,1125.00,285.00,966.00,257.00,2.84,162500.00
-117.92,33.87,33.00,1597.00,406.00,1888.00,423.00,3.06,157800.00
-117.92,33.86,26.00,745.00,161.00,247.00,151.00,3.64,133900.00
-117.92,33.85,44.00,1231.00,258.00,682.00,244.00,3.23,170100.00
-117.92,33.84,45.00,2019.00,394.00,1549.00,377.00,4.61,223000.00
-117.92,33.84,38.00,1316.00,263.00,671.00,278.00,3.30,220000.00
-117.92,33.83,6.00,3136.00,990.00,1894.00,859.00,2.56,171300.00
-117.92,33.83,52.00,1514.00,301.00,855.00,293.00,3.60,166400.00
-117.92,33.83,36.00,1072.00,193.00,639.00,196.00,5.03,179300.00
-117.92,33.83,17.00,382.00,86.00,272.00,81.00,1.43,212500.00
-117.92,33.82,36.00,2360.00,405.00,1479.00,386.00,4.36,187200.00
-117.92,33.82,10.00,1548.00,506.00,1535.00,424.00,4.51,152400.00
-117.92,33.81,34.00,988.00,173.00,759.00,184.00,5.60,205100.00
-117.92,33.80,17.00,1317.00,256.00,679.00,272.00,4.67,159500.00
-117.92,33.79,29.00,3692.00,969.00,2683.00,881.00,3.17,198700.00
-117.92,33.79,26.00,2737.00,614.00,1877.00,606.00,2.86,184300.00
-117.92,33.78,35.00,1654.00,323.00,1065.00,354.00,3.48,186500.00
-117.92,33.77,28.00,3614.00,960.00,3282.00,889.00,3.52,190300.00
-117.92,33.75,32.00,790.00,199.00,1196.00,201.00,3.06,142800.00
-117.92,33.75,23.00,893.00,223.00,1149.00,216.00,2.64,156300.00
-117.92,33.75,19.00,1920.00,471.00,1413.00,432.00,4.03,147500.00
-117.92,33.74,24.00,5321.00,1063.00,4011.00,1047.00,4.39,189300.00
-117.92,33.74,18.00,1639.00,491.00,2513.00,458.00,2.18,159700.00
-117.92,33.74,13.00,4620.00,1265.00,3385.00,1109.00,3.18,186500.00
-117.92,33.73,14.00,5147.00,1182.00,3171.00,1126.00,3.99,225800.00
-117.92,33.72,17.00,3318.00,502.00,1520.00,498.00,5.55,274200.00
-117.92,33.70,15.00,3201.00,677.00,1510.00,622.00,4.27,161700.00
-117.92,33.68,28.00,3397.00,597.00,1397.00,560.00,4.81,244600.00
-117.92,33.68,25.00,2017.00,454.00,1024.00,428.00,4.47,245600.00
-117.92,33.67,14.00,6224.00,1679.00,3148.00,1589.00,4.21,430900.00
-117.92,33.65,25.00,1679.00,470.00,1314.00,473.00,4.10,211500.00
-117.92,33.65,20.00,1391.00,393.00,856.00,360.00,3.18,220000.00
-117.92,33.65,15.00,1309.00,477.00,1330.00,424.00,3.44,182500.00
-117.92,33.64,25.00,2224.00,580.00,985.00,516.00,3.13,268800.00
-117.92,33.64,24.00,2539.00,695.00,1623.00,611.00,3.07,188700.00
-117.92,33.63,39.00,1469.00,226.00,553.00,225.00,7.85,490800.00
-117.92,33.63,34.00,2479.00,491.00,1131.00,490.00,4.96,317900.00
-117.92,33.63,24.00,1562.00,441.00,696.00,347.00,3.52,236400.00
-117.92,33.62,37.00,2038.00,379.00,837.00,381.00,5.24,471300.00
-117.92,33.62,35.00,1821.00,335.00,727.00,316.00,6.58,458500.00
-117.92,33.61,37.00,1244.00,173.00,394.00,154.00,10.37,500001.00
-117.92,33.61,36.00,1025.00,150.00,316.00,126.00,10.30,500001.00
-117.92,33.61,23.00,1808.00,408.00,539.00,300.00,3.57,500001.00
-117.92,33.61,18.00,1538.00,425.00,425.00,288.00,5.34,312500.00
-117.92,33.57,37.00,3355.00,492.00,921.00,366.00,7.30,500001.00
-117.93,34.57,5.00,5613.00,1060.00,3569.00,999.00,3.19,132700.00
-117.93,34.15,14.00,9610.00,2005.00,4723.00,1907.00,4.04,156800.00
-117.93,34.12,36.00,294.00,67.00,266.00,80.00,3.54,134400.00
-117.93,34.09,35.00,782.00,153.00,499.00,163.00,4.21,161300.00
-117.93,34.09,35.00,1891.00,353.00,1093.00,382.00,4.02,165500.00
-117.93,34.09,34.00,2192.00,431.00,1376.00,428.00,3.99,163900.00
-117.93,34.08,36.00,1788.00,317.00,1139.00,320.00,4.13,185800.00
-117.93,34.08,36.00,1597.00,285.00,901.00,272.00,4.39,197000.00
-117.93,34.08,36.00,1371.00,246.00,806.00,241.00,4.51,187100.00
-117.93,34.08,35.00,689.00,128.00,379.00,128.00,3.96,206000.00
-117.93,34.07,36.00,1207.00,209.00,683.00,213.00,5.36,207300.00
-117.93,34.07,34.00,1409.00,305.00,819.00,273.00,3.40,188800.00
-117.93,34.06,37.00,1505.00,262.00,798.00,259.00,5.46,202100.00
-117.93,34.06,28.00,3342.00,688.00,2210.00,647.00,3.46,202800.00
-117.93,34.05,36.00,1340.00,221.00,848.00,244.00,4.17,205100.00
-117.93,34.05,32.00,3055.00,623.00,1902.00,565.00,4.29,190700.00
-117.93,34.04,23.00,6361.00,1168.00,4580.00,1109.00,4.93,181000.00
-117.93,34.03,35.00,2160.00,399.00,1694.00,403.00,3.86,163100.00
-117.93,34.03,30.00,2246.00,446.00,1837.00,431.00,4.79,164500.00
-117.93,34.01,33.00,1733.00,361.00,1757.00,375.00,4.23,153800.00
-117.93,34.01,23.00,3188.00,836.00,3883.00,840.00,2.19,157600.00
-117.93,33.95,31.00,3600.00,468.00,1382.00,435.00,7.46,500001.00
-117.93,33.94,30.00,2658.00,382.00,1135.00,392.00,6.05,245000.00
-117.93,33.94,28.00,3664.00,719.00,1820.00,657.00,4.23,224700.00
-117.93,33.93,37.00,1128.00,273.00,931.00,234.00,2.80,137500.00
-117.93,33.93,33.00,1626.00,378.00,1062.00,356.00,2.19,139600.00
-117.93,33.90,30.00,2629.00,331.00,956.00,319.00,9.91,500001.00
-117.93,33.88,52.00,2157.00,362.00,1001.00,373.00,5.12,240000.00
-117.93,33.88,45.00,1306.00,293.00,585.00,260.00,4.08,241700.00
-117.93,33.88,32.00,2458.00,359.00,967.00,409.00,7.29,293500.00
-117.93,33.87,52.00,950.00,229.00,429.00,185.00,2.32,182100.00
-117.93,33.87,45.00,1006.00,230.00,1237.00,237.00,3.35,168000.00
-117.93,33.87,29.00,1221.00,371.00,1822.00,326.00,1.79,162500.00
-117.93,33.87,10.00,1277.00,488.00,730.00,417.00,1.48,137500.00
-117.93,33.86,36.00,931.00,279.00,778.00,303.00,2.66,155000.00
-117.93,33.86,36.00,1672.00,318.00,1173.00,337.00,4.58,182100.00
-117.93,33.86,35.00,1216.00,225.00,893.00,228.00,4.03,184000.00
-117.93,33.86,17.00,1627.00,398.00,1216.00,369.00,3.34,186600.00
-117.93,33.85,36.00,2147.00,416.00,1011.00,392.00,3.22,196900.00
-117.93,33.85,33.00,2489.00,546.00,1857.00,444.00,2.95,178400.00
-117.93,33.85,31.00,2149.00,465.00,966.00,302.00,3.88,183900.00
-117.93,33.85,27.00,1962.00,544.00,1492.00,481.00,1.96,118100.00
-117.93,33.85,25.00,1026.00,288.00,1646.00,283.00,4.20,163900.00
-117.93,33.84,34.00,2160.00,298.00,852.00,305.00,6.05,287100.00
-117.93,33.84,26.00,2811.00,612.00,1374.00,566.00,3.48,282500.00
-117.93,33.84,23.00,2870.00,653.00,1680.00,598.00,3.23,189900.00
-117.93,33.83,32.00,1792.00,411.00,1131.00,381.00,2.49,186300.00
-117.93,33.82,28.00,2444.00,555.00,1848.00,567.00,3.02,198800.00
-117.93,33.81,18.00,3291.00,587.00,1640.00,563.00,4.90,166300.00
-117.93,33.80,34.00,3903.00,717.00,2054.00,716.00,4.27,218000.00
-117.93,33.80,29.00,1672.00,267.00,891.00,281.00,4.86,231900.00
-117.93,33.79,36.00,2363.00,403.00,1240.00,391.00,4.09,190800.00
-117.93,33.79,34.00,3592.00,616.00,2138.00,605.00,5.21,193400.00
-117.93,33.77,36.00,3157.00,582.00,1842.00,561.00,4.58,190700.00
-117.93,33.76,24.00,3202.00,703.00,3308.00,714.00,4.16,174100.00
-117.93,33.76,21.00,2884.00,662.00,2613.00,645.00,4.05,177900.00
-117.93,33.76,17.00,3341.00,803.00,3381.00,825.00,3.37,161800.00
-117.93,33.75,24.00,1380.00,339.00,1472.00,304.00,4.22,162800.00
-117.93,33.74,5.00,639.00,197.00,666.00,197.00,3.30,87500.00
-117.93,33.74,30.00,1654.00,434.00,1843.00,467.00,3.14,153000.00
-117.93,33.74,15.00,1206.00,282.00,677.00,270.00,3.92,142600.00
-117.93,33.73,19.00,4021.00,557.00,1872.00,545.00,6.79,295600.00
-117.93,33.72,17.00,4461.00,585.00,2095.00,580.00,7.67,319500.00
-117.93,33.69,26.00,2822.00,473.00,1258.00,469.00,6.44,261000.00
-117.93,33.69,19.00,2602.00,439.00,1156.00,424.00,5.01,263800.00
-117.93,33.67,27.00,3512.00,472.00,1391.00,481.00,8.10,336500.00
-117.93,33.66,18.00,2043.00,250.00,702.00,246.00,9.61,414700.00
-117.93,33.65,35.00,2133.00,413.00,1473.00,402.00,4.42,215200.00
-117.93,33.65,34.00,2141.00,425.00,1559.00,429.00,4.20,220100.00
-117.93,33.65,29.00,1253.00,375.00,1198.00,362.00,3.52,225000.00
-117.93,33.65,27.00,1283.00,406.00,1063.00,376.00,2.75,275000.00
-117.93,33.65,26.00,5831.00,1546.00,4738.00,1477.00,3.15,213000.00
-117.93,33.64,31.00,1291.00,356.00,1252.00,373.00,2.71,185400.00
-117.93,33.64,24.00,1395.00,396.00,1478.00,404.00,2.53,192900.00
-117.93,33.64,15.00,1707.00,514.00,1335.00,434.00,2.75,177800.00
-117.93,33.63,10.00,2766.00,732.00,1332.00,646.00,4.62,226300.00
-117.93,33.62,37.00,2204.00,428.00,807.00,410.00,7.05,500001.00
-117.93,33.62,34.00,2125.00,498.00,1052.00,468.00,5.63,484600.00
-117.93,33.62,33.00,1890.00,416.00,859.00,329.00,4.57,500001.00
-117.93,33.61,27.00,1806.00,465.00,791.00,358.00,3.81,366700.00
-117.94,34.15,33.00,859.00,144.00,421.00,138.00,4.48,220100.00
-117.94,34.14,33.00,1620.00,283.00,868.00,275.00,5.41,219400.00
-117.94,34.10,31.00,1239.00,254.00,929.00,244.00,3.36,153400.00
-117.94,34.09,21.00,2707.00,675.00,1742.00,626.00,2.11,176700.00
-117.94,34.08,35.00,2393.00,417.00,1336.00,418.00,4.87,187700.00
-117.94,34.08,32.00,2704.00,514.00,1669.00,497.00,4.47,195400.00
-117.94,34.07,25.00,1814.00,404.00,1187.00,363.00,3.35,170800.00
-117.94,34.06,34.00,1921.00,422.00,1230.00,447.00,3.66,193900.00
-117.94,34.05,34.00,1729.00,324.00,1341.00,324.00,3.77,163500.00
-117.94,34.05,34.00,1519.00,304.00,1262.00,300.00,3.34,161200.00
-117.94,34.04,34.00,1403.00,274.00,977.00,257.00,3.84,163000.00
-117.94,34.04,33.00,1493.00,331.00,1571.00,354.00,3.89,158900.00
-117.94,34.03,35.00,1499.00,289.00,1112.00,268.00,3.83,149000.00
-117.94,34.03,35.00,1375.00,249.00,1015.00,239.00,4.05,151800.00
-117.94,34.02,27.00,5026.00,955.00,3899.00,930.00,3.87,162900.00
-117.94,33.99,18.00,6100.00,1018.00,3112.00,982.00,4.99,284000.00
-117.94,33.94,30.00,1596.00,307.00,845.00,309.00,4.51,241100.00
-117.94,33.94,25.00,3250.00,546.00,1452.00,501.00,5.11,303800.00
-117.94,33.93,34.00,1475.00,319.00,698.00,293.00,3.82,186000.00
-117.94,33.92,32.00,1053.00,207.00,1038.00,222.00,4.67,165500.00
-117.94,33.91,18.00,8836.00,1527.00,3946.00,1451.00,5.64,313000.00
-117.94,33.90,27.00,2029.00,242.00,711.00,254.00,9.80,500001.00
-117.94,33.89,30.00,2577.00,404.00,1076.00,374.00,6.75,459600.00
-117.94,33.88,35.00,2159.00,343.00,833.00,335.00,5.37,365100.00
-117.94,33.88,35.00,1694.00,296.00,679.00,282.00,4.33,239300.00
-117.94,33.86,35.00,2127.00,417.00,1247.00,378.00,4.75,185600.00
-117.94,33.86,33.00,1013.00,312.00,706.00,266.00,2.14,197500.00
-117.94,33.85,37.00,588.00,121.00,436.00,104.00,4.28,186200.00
-117.94,33.84,28.00,604.00,207.00,615.00,212.00,3.62,182100.00
-117.94,33.83,20.00,812.00,192.00,494.00,172.00,3.25,350000.00
-117.94,33.82,34.00,1347.00,212.00,676.00,201.00,3.88,215400.00
-117.94,33.82,29.00,1422.00,409.00,1057.00,390.00,2.33,208100.00
-117.94,33.82,27.00,1366.00,326.00,878.00,325.00,3.40,196900.00
-117.94,33.82,24.00,4735.00,955.00,2600.00,868.00,5.08,228600.00
-117.94,33.81,34.00,1290.00,203.00,664.00,204.00,5.85,227400.00
-117.94,33.81,33.00,1891.00,334.00,932.00,343.00,4.28,238000.00
-117.94,33.81,26.00,1589.00,259.00,735.00,315.00,4.57,243200.00
-117.94,33.81,25.00,1731.00,482.00,1127.00,455.00,3.26,214300.00
-117.94,33.78,40.00,299.00,68.00,163.00,70.00,3.01,166100.00
-117.94,33.78,34.00,2627.00,468.00,1409.00,450.00,4.77,199200.00
-117.94,33.78,11.00,2880.00,745.00,1806.00,722.00,3.81,171100.00
-117.94,33.77,33.00,2964.00,747.00,2235.00,718.00,3.26,175900.00
-117.94,33.77,32.00,714.00,142.00,654.00,154.00,4.51,170800.00
-117.94,33.76,33.00,1441.00,337.00,1233.00,331.00,3.72,176200.00
-117.94,33.76,27.00,2512.00,506.00,1861.00,511.00,4.24,184200.00
-117.94,33.75,30.00,5268.00,1093.00,4480.00,1050.00,4.02,186700.00
-117.94,33.74,24.00,4248.00,840.00,3118.00,798.00,4.22,207200.00
-117.94,33.71,18.00,3695.00,602.00,1779.00,572.00,5.94,276500.00
-117.94,33.68,26.00,4183.00,539.00,1504.00,520.00,7.41,374200.00
-117.94,33.67,26.00,2552.00,314.00,925.00,323.00,8.18,367000.00
-117.94,33.66,16.00,2095.00,450.00,963.00,411.00,5.50,224100.00
-117.94,33.65,20.00,5476.00,1073.00,2327.00,963.00,5.66,222100.00
-117.94,33.65,15.00,2016.00,443.00,1015.00,419.00,5.27,209700.00
-117.94,33.64,24.00,1097.00,307.00,470.00,333.00,1.64,225000.00
-117.94,33.64,18.00,1867.00,426.00,871.00,399.00,2.62,272000.00
-117.94,33.62,28.00,1765.00,390.00,832.00,349.00,6.59,439100.00
-117.95,35.13,4.00,2630.00,502.00,1150.00,422.00,4.25,104400.00
-117.95,34.16,17.00,7116.00,1089.00,3538.00,1083.00,6.27,273800.00
-117.95,34.11,29.00,1986.00,448.00,2013.00,432.00,3.10,140800.00
-117.95,34.09,21.00,2215.00,484.00,1792.00,419.00,2.84,166500.00
-117.95,34.09,18.00,1179.00,324.00,1296.00,331.00,2.85,140600.00
-117.95,34.08,34.00,2278.00,476.00,1728.00,448.00,3.13,154100.00
-117.95,34.07,37.00,1987.00,399.00,1279.00,378.00,4.12,176500.00
-117.95,34.06,32.00,2252.00,415.00,1370.00,411.00,4.63,184800.00
-117.95,34.05,34.00,1428.00,227.00,890.00,249.00,5.87,204800.00
-117.95,34.05,31.00,2349.00,539.00,2028.00,521.00,3.49,154500.00
-117.95,34.04,36.00,1044.00,200.00,982.00,205.00,4.77,153900.00
-117.95,34.04,27.00,2610.00,846.00,2296.00,750.00,2.27,150800.00
-117.95,34.03,35.00,804.00,159.00,727.00,179.00,2.74,145700.00
-117.95,34.03,33.00,1782.00,394.00,1517.00,376.00,3.34,157900.00
-117.95,34.03,33.00,1453.00,326.00,1609.00,319.00,3.76,155800.00
-117.95,34.02,22.00,1919.00,411.00,1203.00,363.00,4.26,144100.00
-117.95,34.02,19.00,1129.00,258.00,900.00,228.00,3.88,135600.00
-117.95,34.00,34.00,2376.00,468.00,1858.00,449.00,4.13,176300.00
-117.95,33.99,25.00,1075.00,138.00,451.00,132.00,6.85,332200.00
-117.95,33.99,24.00,1219.00,177.00,610.00,185.00,6.80,325000.00
-117.95,33.99,15.00,3978.00,692.00,2418.00,665.00,5.01,269900.00
-117.95,33.98,15.00,16042.00,2602.00,7732.00,2552.00,5.67,330400.00
-117.95,33.97,33.00,1113.00,145.00,424.00,137.00,8.35,500001.00
-117.95,33.95,29.00,4943.00,674.00,1913.00,641.00,6.82,379300.00
-117.95,33.94,31.00,2237.00,431.00,1135.00,434.00,4.45,267900.00
-117.95,33.94,28.00,2851.00,496.00,1287.00,496.00,5.08,264100.00
-117.95,33.93,25.00,3445.00,801.00,2400.00,750.00,3.47,161900.00
-117.95,33.92,32.00,1661.00,312.00,1201.00,302.00,4.00,178200.00
-117.95,33.92,18.00,2825.00,660.00,1590.00,643.00,3.61,153600.00
-117.95,33.92,13.00,2312.00,592.00,2038.00,559.00,3.14,137000.00
-117.95,33.92,11.00,3127.00,706.00,1594.00,694.00,4.34,141300.00
-117.95,33.89,17.00,1665.00,247.00,755.00,254.00,6.58,349000.00
-117.95,33.88,34.00,1939.00,355.00,817.00,314.00,3.67,275000.00
-117.95,33.87,34.00,1599.00,296.00,938.00,307.00,4.29,184900.00
-117.95,33.87,22.00,1432.00,335.00,746.00,296.00,2.02,55000.00
-117.95,33.86,36.00,2038.00,343.00,1066.00,346.00,5.20,195700.00
-117.95,33.86,35.00,2375.00,439.00,1343.00,424.00,4.53,193500.00
